date,portfolio,scope,position_count,total_market_value_usd,total_cost_basis_usd,total_unrealized_pnl_usd,total_realized_pnl_usd,total_pnl_usd,daily_return_pct
2025-09-19,FGI,equity_sub,24,2802560.70582151,2466663.96981945,335896.73600206,255585.14301872,591481.87902078,-0.00303353
2025-09-20,FGI,equity_sub,24,2802560.70582151,2466663.96981945,335896.73600206,255585.14301872,591481.87902078,0.0
2025-09-21,FGI,equity_sub,24,2802560.70582151,2466663.96981945,335896.73600206,255585.14301872,591481.87902078,0.0
2025-09-22,FGI,equity_sub,24,2793761.81964822,2467511.24825282,326250.57139543,255672.93437668,581923.50577209,-0.00313959
2025-09-23,FGI,equity_sub,24,2788180.94436729,2469137.20102296,319043.74334432,255841.40863033,574885.15197465,-0.00199762
2025-09-24,FGI,equity_sub,24,2796944.70658988,2467187.65875521,329757.04783469,255639.40542054,585396.45325525,0.00314318
2025-09-25,FGI,equity_sub,24,2781989.8459475,2466432.42475887,315557.42118865,255561.15131244,571118.57250107,-0.00534686
2025-09-26,FGI,equity_sub,24,2766674.45238722,2464892.22998693,301782.22240027,255401.56293482,557183.78533511,-0.00550519
2025-09-27,FGI,equity_sub,24,2766674.45238722,2464892.22998693,301782.22240027,255401.56293482,557183.78533511,0.0
2025-09-28,FGI,equity_sub,24,2766674.45238722,2464892.22998693,301782.22240027,255401.56293482,557183.78533511,0.0
2025-09-29,FGI,equity_sub,24,2799898.94814787,2465621.16338026,334277.78476758,255477.09188724,589754.87665483,0.01200882
2025-09-30,FGI,equity_sub,24,2803327.7388292,2464797.32528739,338530.41354183,255391.72931681,593922.14285866,0.00122461
2025-10-01,FGI,equity_sub,24,2803702.27395067,2465126.63147336,338575.64247735,255425.85061169,594001.49308904,0.0001336
2025-10-02,FGI,equity_sub,24,2829151.70835479,2465433.92840925,363717.77994555,255457.69140243,619175.47134798,0.00907708
2025-10-03,FGI,equity_sub,24,2817858.81761644,2464965.12351812,352893.69409832,255409.11584993,608302.80994824,-0.00399162
2025-10-04,FGI,equity_sub,24,2817858.81761644,2464965.12351812,352893.69409832,255409.11584993,608302.80994824,0.0
2025-10-05,FGI,equity_sub,24,2817858.81761644,2464965.12351812,352893.69409832,255409.11584993,608302.80994824,0.0
2025-10-06,FGI,equity_sub,24,2805545.96941281,2465399.33860817,340146.63080464,255454.10735559,595600.73816021,-0.00436958
2025-10-07,FGI,equity_sub,24,2804987.11109012,2464908.23671425,340078.87437587,255403.22148326,595482.09585915,-0.0001992
2025-10-08,FGI,equity_sub,24,2796870.02928032,2464737.29430496,332132.73497539,255385.50916385,587518.24413924,-0.0028938
2025-10-09,FGI,equity_sub,24,2808330.23307493,2465240.68899713,343089.54407778,255437.66876319,598527.212841,0.00409751
2025-10-10,FGI,equity_sub,24,2781256.72018699,2465019.15005946,316237.57012756,255414.71384849,571652.28397601,-0.00964043
2025-10-11,FGI,equity_sub,24,2781256.72018699,2465019.15005946,316237.57012756,255414.71384849,571652.28397601,0.0
2025-10-12,FGI,equity_sub,24,2781256.72018699,2465019.15005946,316237.57012756,255414.71384849,571652.28397601,0.0
2025-10-13,FGI,equity_sub,24,2750635.73327157,2465019.15005946,285616.58321208,255414.71384849,541031.29706054,-0.01100977
2025-10-14,FGI,equity_sub,24,2716663.90689537,2466020.50667158,250643.4002238,255518.47012662,506161.8703504,-0.01235054
2025-10-15,FGI,equity_sub,24,2755110.18883739,2467745.937492,287364.25134545,255697.25186923,543061.50321469,0.01415202
2025-10-16,FGI,equity_sub,24,2763882.22356759,2467333.44581749,296548.77775006,255654.51125078,552203.28900086,0.00318391
2025-10-17,FGI,equity_sub,24,2732201.13476784,2468670.11113833,263531.0236295,255793.01077943,519324.03440895,-0.01146253
2025-10-18,FGI,equity_sub,24,2732201.13476784,2468670.11113833,263531.0236295,255793.01077943,519324.03440895,0.0
2025-10-19,FGI,equity_sub,24,2732201.13476784,2468670.11113833,263531.0236295,255793.01077943,519324.03440895,0.0
2025-10-20,FGI,equity_sub,24,2781838.47441456,2469842.9818286,311995.49258598,255914.53861088,567910.03119685,0.01816753
2025-10-21,FGI,equity_sub,24,2788343.75153286,2469607.72092061,318736.03061225,255890.16188441,574626.19249668,0.00233848
2025-10-22,FGI,equity_sub,24,2769172.22680306,2468540.04688724,300632.17991581,255779.53407948,556411.71399531,-0.0068756
2025-10-23,FGI,equity_sub,24,2785424.96403547,2468794.1728667,316630.79116879,255805.86552373,572436.65669253,0.00586917
2025-10-24,FGI,equity_sub,24,2796370.71254063,2468349.37998484,328021.33255575,255759.77799268,583781.11054844,0.00392965
2025-10-25,FGI,equity_sub,24,2796370.71254063,2468349.37998484,328021.33255575,255759.77799268,583781.11054844,0.0
2025-10-26,FGI,equity_sub,24,2796370.71254063,2468349.37998484,328021.33255575,255759.77799268,583781.11054844,0.0
2025-10-27,FGI,equity_sub,24,2822260.0408326,2469114.90402013,353145.13681244,255839.09831051,608984.23512295,0.00925819
2025-10-28,FGI,equity_sub,24,2823278.02820938,2469718.9201002,353559.10810916,255901.68386657,609460.79197571,0.0003607
2025-10-29,FGI,equity_sub,24,2823136.53285176,2469595.14420629,353541.38864546,255888.85873922,609430.24738469,-5.012e-05
2025-10-30,FGI,equity_sub,24,2817647.34655987,2468571.77642579,349075.57013413,255782.82175821,604858.39189233,-0.00194436
2025-10-31,FGI,equity_sub,24,2788073.13391126,2469194.65757733,318878.47633397,255847.36203208,574725.83836606,-0.01049607
2025-11-01,FGI,equity_sub,24,2788073.13391126,2469194.65757733,318878.47633397,255847.36203208,574725.83836606,0.0
2025-11-02,FGI,equity_sub,24,2788073.13391126,2469194.65757733,318878.47633397,255847.36203208,574725.83836606,0.0
2025-11-03,FGI,equity_sub,24,2808813.07725418,2468676.68532989,340136.3919243,255793.69196899,595930.08389327,0.00743881
2025-11-04,FGI,equity_sub,24,2800158.65600117,2468317.6504463,331841.00555484,255756.49031397,587597.49586879,-0.00308117
2025-11-05,FGI,equity_sub,24,2803133.08785671,2467685.90650953,335447.18134719,255691.03171626,591138.21306344,0.00106224
2025-11-06,FGI,equity_sub,24,2845558.66339905,2467396.90489458,378161.75850445,255661.08660822,633822.84511268,0.01513506
2025-11-07,FGI,equity_sub,24,2835040.77328398,2467143.06474954,367897.70853441,255634.78478091,623532.4933153,-0.00369625
2025-11-08,FGI,equity_sub,24,2835040.77328398,2467143.06474954,367897.70853441,255634.78478091,623532.4933153,0.0
2025-11-09,FGI,equity_sub,24,2835040.77328398,2467143.06474954,367897.70853441,255634.78478091,623532.4933153,0.0
2025-11-10,FGI,equity_sub,24,2879586.55646101,2466854.34896906,412732.20749197,255604.86928978,668337.07678176,0.01571257
2025-11-11,FGI,equity_sub,24,2891753.89215519,2467933.45829743,423820.43385777,255716.68197098,679537.11582876,0.00422538
2025-11-12,FGI,equity_sub,24,2927984.73651714,2468454.288889,459530.44762816,255770.64820344,715301.0958316,0.01252902
2025-11-13,FGI,equity_sub,24,2926196.31097278,2468787.88450955,457408.42646327,255805.21395113,713213.6404144,-0.0006108
2025-11-14,FGI,equity_sub,24,2892105.32094017,2468603.50596431,423501.81497587,255786.10943692,679287.92441279,-0.01165027
2025-11-15,FGI,equity_sub,24,2892105.32094017,2468603.50596431,423501.81497587,255786.10943692,679287.92441279,0.0
2025-11-16,FGI,equity_sub,24,2892105.32094017,2468603.50596431,423501.81497587,255786.10943692,679287.92441279,0.0
2025-11-17,FGI,equity_sub,24,2875409.00740037,2468441.42634027,406967.58106013,255769.31544129,662736.89650143,-0.00577307
2025-11-18,FGI,equity_sub,26,3130479.63887905,2765213.31697466,365266.32190439,255690.67631303,620956.99821742,0.0887076
2025-11-19,FGI,equity_sub,26,3128255.12574721,2761738.79463542,366516.33111179,255355.6531054,621871.98421717,-0.0007106
2025-11-20,FGI,equity_sub,26,3117915.02119487,2760009.18641798,357905.83477688,255284.1522551,613189.98703198,-0.00330539
2025-11-21,FGI,equity_sub,26,3065223.69835393,2760731.85400621,304491.84434773,255375.32014261,559867.16449034,-0.01689954
2025-11-22,FGI,equity_sub,26,3065223.69835393,2760731.85400621,304491.84434773,255375.32014261,559867.16449034,0.0
2025-11-23,FGI,equity_sub,26,3065223.69835393,2760731.85400621,304491.84434773,255375.32014261,559867.16449034,0.0
2025-11-24,FGI,equity_sub,26,3100923.1875413,2760417.22344166,340505.96409964,255414.38806218,595920.35216181,0.01164662
2025-11-25,FGI,equity_sub,25,2969821.86109221,2667723.60480445,302098.25628777,244291.00870581,546389.26499357,-0.04227816
2025-11-26,FGI,equity_sub,25,2971673.23071663,2670791.70701622,300881.52370042,244488.64527895,545370.16897934,0.00062339
2025-11-27,FGI,equity_sub,22,2650850.78912302,2513367.68324467,137483.10587837,103869.13347152,241352.2393499,-0.1079602
2025-11-28,FGI,equity_sub,22,2646650.15416659,2512999.43916324,133650.71500331,103857.11926405,237507.83426735,-0.00158464
2025-11-29,FGI,equity_sub,22,2646650.15416659,2512999.43916324,133650.71500331,103857.11926405,237507.83426735,0.0
2025-11-30,FGI,equity_sub,22,2646650.15416659,2512999.43916324,133650.71500331,103857.11926405,237507.83426735,0.0
2025-12-01,FGI,equity_sub,22,2664578.88737458,2511795.28693886,152783.60043574,103776.00554989,256559.60598562,0.00677412
2025-12-02,FGI,equity_sub,22,2668293.21107845,2510919.27721156,157373.93386689,103730.42872947,261104.36259638,0.00139396
2025-12-03,FGI,equity_sub,23,2746549.43529322,2610582.32958023,135967.10571301,103781.06162515,239748.16733814,0.0293282
2025-12-04,FGI,equity_sub,23,2752299.28799614,2612396.14867844,139903.13931771,103796.13347161,243699.27278933,0.00209348
2025-12-05,FGI,equity_sub,23,2742107.40877009,2611540.41743029,130566.99133978,103816.14110103,234383.13244078,-0.00370304
2025-12-06,FGI,equity_sub,23,2742107.40877009,2611540.41743029,130566.99133978,103816.14110103,234383.13244078,0.0
2025-12-07,FGI,equity_sub,23,2742107.40877009,2611540.41743029,130566.99133978,103816.14110103,234383.13244078,0.0
2025-12-08,FGI,equity_sub,23,2706461.59410803,2611017.05238003,95444.54172796,103786.93631845,199231.4780464,-0.01299942
2025-12-09,FGI,equity_sub,23,2684537.1001653,2611605.62683004,72931.47333524,103834.42715235,176765.90048758,-0.0081008
2025-12-10,FGI,equity_sub,23,2674496.9925261,2610910.71484896,63586.27767713,103808.80981208,167395.08748922,-0.00373998
2025-12-11,FGI,equity_sub,23,2686152.80297946,2614745.94635207,71406.85662738,103852.58087402,175259.4375014,0.00435813
2025-12-12,FGI,equity_sub,23,2728165.34494757,2615051.29614035,113114.04880724,103813.07134391,216927.12015116,0.01564041
2025-12-13,FGI,equity_sub,23,2728165.34494757,2615051.29614035,113114.04880724,103813.07134391,216927.12015116,0.0
2025-12-14,FGI,equity_sub,23,2728165.34494757,2615051.29614035,113114.04880724,103813.07134391,216927.12015116,0.0
2025-12-15,FGI,equity_sub,23,2693340.968837,2614428.39618426,78912.57265271,103783.07201794,182695.64467064,-0.01276476
2025-12-16,FGI,equity_sub,23,2668928.15815194,2615982.95590168,52945.20225023,103813.07134391,156758.27359414,-0.00906414
2025-12-17,FGI,equity_sub,23,2679171.07034079,2616488.70296827,62682.36737254,103841.09638907,166523.46376161,0.00383784
2025-12-18,FGI,equity_sub,23,2684064.84179274,2615977.32932002,68087.51247272,103849.90834823,171937.42082097,0.0018266
2025-12-19,FGI,equity_sub,23,2704346.52013601,2615435.34691983,88911.1732162,103826.40973658,192737.5829528,0.00755633
2025-12-20,FGI,equity_sub,23,2704346.52013601,2615435.34691983,88911.1732162,103826.40973658,192737.5829528,0.0
2025-12-21,FGI,equity_sub,23,2704346.52013601,2615435.34691983,88911.1732162,103826.40973658,192737.5829528,0.0
2025-12-22,FGI,equity_sub,23,2703729.37718698,2614206.89578464,89522.48140232,103824.95306019,193347.43446251,-0.0002282
2025-12-23,FGI,equity_sub,23,2713899.90893009,2617154.66349683,96745.24543325,103839.7600858,200585.00551904,0.00376167
2025-12-24,FGI,equity_sub,23,2719751.38241678,2619527.66811972,100223.71429704,103881.15963554,204104.87393257,0.00215611
2025-12-25,FGI,equity_sub,23,2719751.38241678,2619527.66811972,100223.71429704,103881.15963554,204104.87393257,0.0
2025-12-26,FGI,equity_sub,23,2720849.50291362,2619549.64828618,101299.85462746,103891.83762055,205191.692248,0.00040376
2025-12-27,FGI,equity_sub,23,2720849.50291362,2619549.64828618,101299.85462746,103891.83762055,205191.692248,0.0
2025-12-28,FGI,equity_sub,23,2720849.50291362,2619549.64828618,101299.85462746,103891.83762055,205191.692248,0.0
2025-12-29,FGI,equity_sub,23,2702308.9166213,2620526.43473122,81782.48189011,103961.62333482,185744.10522493,-0.00681426
2025-12-30,FGI,equity_sub,23,2706143.69425976,2619838.34861563,86305.34564415,103932.87597013,190238.22161426,0.00141907
2025-12-31,FGI,equity_sub,23,2691875.36951843,2617441.52463724,74433.84488115,103830.94812661,178264.79300777,-0.00527257
2026-01-01,FGI,equity_sub,23,2691875.36951843,2617441.52463724,74433.84488115,103830.94812661,178264.79300777,0.0
2026-01-02,FGI,equity_sub,23,2728174.5573534,2616124.51598531,112050.04136811,103768.54185052,215818.58321861,0.01348472
2026-01-03,FGI,equity_sub,23,2728174.5573534,2616124.51598531,112050.04136811,103768.54185052,215818.58321861,0.0
2026-01-04,FGI,equity_sub,23,2728174.5573534,2616124.51598531,112050.04136811,103768.54185052,215818.58321861,0.0
2026-01-05,FGI,equity_sub,23,2721762.14524043,2612860.04838252,108902.09685794,103699.0089198,212601.10577774,-0.00235044
2026-01-06,FGI,equity_sub,23,2764099.65638486,2615579.84270851,148519.81367633,103765.06274401,252284.87642034,0.01555518
2026-01-07,FGI,equity_sub,23,2772643.24698527,2615106.07287907,157537.17410623,103747.75179581,261284.92590202,0.00309091
2026-01-08,FGI,equity_sub,23,2776406.24892658,2614570.31248195,161835.93644462,103759.74184788,265595.6782925,0.00135719
2026-01-09,FGI,equity_sub,23,2783767.34079936,2611933.70167253,171833.63912682,103679.8439831,275513.48310991,0.0026513
2026-01-10,FGI,equity_sub,23,2783767.34079936,2611933.70167253,171833.63912682,103679.8439831,275513.48310991,0.0
2026-01-11,FGI,equity_sub,23,2783767.34079936,2611933.70167253,171833.63912682,103679.8439831,275513.48310991,0.0
2026-01-12,FGI,equity_sub,23,2818656.7879495,2609999.20850334,208657.57944611,103651.24114693,312308.82059305,0.01253318
2026-01-13,FGI,equity_sub,23,2842370.72651242,2610917.84374182,231452.88277063,103621.32608214,335074.20885276,0.00841321
2026-01-14,FGI,equity_sub,23,2833372.04388942,2608392.03296296,224980.01092645,103563.14522591,328543.15615238,-0.00316591
2026-01-15,FGI,equity_sub,23,2859007.72639049,2609596.69060851,249411.03578195,103604.05116507,353015.08694703,0.00904776
2026-01-16,FGI,equity_sub,23,2857985.34442638,2608631.55269458,249353.79173178,103608.03583871,352961.82757049,-0.0003576
2026-01-17,FGI,equity_sub,23,2857985.34442638,2608631.55269458,249353.79173178,103608.03583871,352961.82757049,0.0
2026-01-18,FGI,equity_sub,23,2857985.34442638,2608631.55269458,249353.79173178,103608.03583871,352961.82757049,0.0
2026-01-19,FGI,equity_sub,23,2836456.33822166,2609349.34946885,227106.98875278,103610.16660462,330717.1553574,-0.00753293
2026-01-20,FGI,equity_sub,23,2834032.36001051,2610213.11482342,223819.24518713,103617.34140847,327436.58659561,-0.00085458
2026-01-21,FGI,equity_sub,23,2830609.94579104,2612184.14641477,218425.79937625,103584.12787764,322009.9272539,-0.00120761
2026-01-22,FGI,equity_sub,23,2857451.69391086,2610961.90510831,246489.78880257,103612.02051234,350101.80931491,0.00948267
2026-01-23,FGI,equity_sub,23,2859939.64278605,2614378.03809229,245561.60469378,103616.81168595,349178.41637972,0.00087069
2026-01-24,FGI,equity_sub,23,2859939.64278605,2614378.03809229,245561.60469378,103616.81168595,349178.41637972,0.0
2026-01-25,FGI,equity_sub,23,2859939.64278605,2614378.03809229,245561.60469378,103616.81168595,349178.41637972,0.0
2026-01-26,FGI,equity_sub,23,2906292.52420432,2619711.8251646,286580.69903976,103643.65699365,390224.35603341,0.01620764
2026-01-27,FGI,equity_sub,23,2923117.03215564,2619791.73205512,303325.30010052,103611.22596892,406936.52606944,0.00578899
2026-01-28,FGI,equity_sub,23,2978120.89173625,2624940.1686058,353180.72313047,103572.04144628,456752.76457675,0.01881685
2026-01-29,FGI,equity_sub,23,2992275.1530678,2623330.12455579,368945.028512,103549.61423625,472494.64274825,0.00475275
2026-01-30,FGI,equity_sub,24,3050378.7976093,2721999.43274511,328379.36486422,103500.12496609,431879.4898303,0.01941788
2026-01-31,FGI,equity_sub,24,3050378.7976093,2721999.43274511,328379.36486422,103500.12496609,431879.4898303,0.0
2026-02-01,FGI,equity_sub,24,3050378.7976093,2721999.43274511,328379.36486422,103500.12496609,431879.4898303,0.0
2026-02-02,FGI,equity_sub,24,2985152.50302129,2714590.62015472,270561.88286657,103444.32765935,374006.21052594,-0.02138301
2026-02-03,FGI,equity_sub,24,3018024.98254498,2713190.88363697,304834.09890804,103439.69297085,408273.79187887,0.01101199
2026-02-04,FGI,equity_sub,24,3036073.52241874,2712952.74331672,323120.77910204,103395.87367889,426516.6527809,0.00598025
2026-02-05,FGI,equity_sub,24,3060016.40591192,2711512.26356594,348504.14234598,103411.75218687,451915.89453289,0.00788613
2026-02-06,FGI,equity_sub,24,3030561.24542243,2709929.39293267,320631.85248977,103391.90104255,424023.75353232,-0.00962582
2026-02-07,FGI,equity_sub,24,3030561.24542243,2709929.39293267,320631.85248977,103391.90104255,424023.75353232,0.0
2026-02-08,FGI,equity_sub,24,3030561.24542243,2709929.39293267,320631.85248977,103391.90104255,424023.75353232,0.0
2026-02-09,FGI,equity_sub,16,2296065.31978354,2058346.55756286,237718.76222072,54131.41051962,291850.17274034,-0.242363
2026-02-10,FGI,equity_sub,16,2300794.45639808,2061945.45500992,238849.00138819,54116.37464844,292965.37603663,0.00205967
2026-02-11,FGI,equity_sub,16,2317482.52514835,2062209.06185868,255273.46328967,54094.50145693,309367.9647466,0.00725318
2026-02-12,FGI,equity_sub,16,2339100.35944463,2063796.90190594,275303.45753867,54106.95992177,329410.41746044,0.00932815
2026-02-13,FGI,equity_sub,16,2328099.87364427,2063709.59155292,264390.28209134,54103.50030374,318493.78239508,-0.00470287
2026-02-14,FGI,equity_sub,16,2328099.87364427,2063709.59155292,264390.28209134,54103.50030374,318493.78239508,0.0
2026-02-15,FGI,equity_sub,16,2328099.87364427,2063709.59155292,264390.28209134,54103.50030374,318493.78239508,0.0
2026-02-16,FGI,equity_sub,16,2338874.03966644,2063769.25114647,275104.78851999,54107.65309716,329212.44161715,0.00462788
2026-02-17,FGI,equity_sub,16,2350467.35671538,2062802.53361063,287664.82310473,54107.65309716,341772.47620189,0.00495679
2026-02-18,FGI,equity_sub,16,2343494.98426166,2063159.90794959,280335.07631208,54110.4258833,334445.50219538,-0.00296638
2026-02-19,FGI,equity_sub,16,2348773.1991268,2059404.72699284,289368.47213394,54109.03949023,343477.51162417,0.00225228
2026-02-20,FGI,equity_sub,15,2219708.36457755,1959174.43887609,260533.92570147,54114.57867672,314648.50437819,-0.05494989
2026-02-21,FGI,equity_sub,15,2219708.36457755,1959174.43887609,260533.92570147,54114.57867672,314648.50437819,0.0
2026-02-22,FGI,equity_sub,15,2219708.36457755,1959174.43887609,260533.92570147,54114.57867672,314648.50437819,0.0
2026-02-23,FGI,equity_sub,17,2423530.68767448,2139201.96066865,284328.72700584,54124.47863885,338453.20564469,0.09182392
2026-02-24,FGI,equity_sub,17,2418058.5934363,2136384.80137318,281673.7920631,54086.88900319,335760.68106629,-0.0022579
2026-02-25,FGI,equity_sub,17,2407038.51553169,2135090.50555624,271948.00997546,54061.86495294,326009.8749284,-0.00455741
2026-02-26,FGI,equity_sub,17,2414966.06756805,2137775.25306423,277190.81450383,54082.0492933,331272.86379713,0.00329349
2026-02-27,FGI,equity_sub,17,2449888.49038836,2136594.15861252,313294.33177584,54056.6093209,367350.94109674,0.01446083
2026-02-28,FGI,equity_sub,17,2449888.49038836,2136594.15861252,313294.33177584,54056.6093209,367350.94109674,0.0
2026-03-01,FGI,equity_sub,17,2449888.49038836,2136594.15861252,313294.33177584,54056.6093209,367350.94109674,0.0
2026-03-02,FGI,equity_sub,17,2406801.2300615,2133783.24294728,273017.98711419,54061.31040417,327079.29751836,-0.01758744
2026-03-03,FGI,equity_sub,17,2357959.72216452,2131397.03316162,226562.68900291,54072.02330697,280634.71230988,-0.02029312
2026-03-04,FGI,equity_sub,17,2301928.01700832,2130601.44886168,171326.56814665,54185.22703973,225511.79518638,-0.02376279
2026-03-05,FGI,equity_sub,17,2315458.18622848,2129572.48219897,185885.7040295,54098.65429264,239984.35832214,0.00587776
2026-03-06,FGI,equity_sub,17,2319493.70078524,2127130.98709151,192362.71369377,54084.74642263,246447.4601164,0.00174286
2026-03-07,FGI,equity_sub,17,2319493.70078524,2127130.98709151,192362.71369377,54084.74642263,246447.4601164,0.0
2026-03-08,FGI,equity_sub,17,2319493.70078524,2127130.98709151,192362.71369377,54084.74642263,246447.4601164,0.0
2026-03-09,FGI,equity_sub,17,2254532.9082383,2123840.77019933,130692.13803899,54103.70824367,184795.84628266,-0.02800645
2026-03-10,FGI,equity_sub,17,2295623.83020137,2128285.48676568,167338.34343566,54075.76022053,221414.10365619,0.01822591
2026-03-11,FGI,equity_sub,17,2271266.16513913,2127983.75960309,143282.40553606,54053.01737746,197335.42291352,-0.01061048
2026-03-12,FGI,equity_sub,17,2231844.87917661,2124770.44068451,107074.43849212,54041.96416703,161116.40265915,-0.01735652
2026-03-13,FGI,equity_sub,17,2213934.81419344,2123153.45964529,90781.35454814,54028.85033406,144810.2048822,-0.00802478
2026-03-14,FGI,equity_sub,17,2213934.81419344,2123153.45964529,90781.35454814,54028.85033406,144810.2048822,0.0
2026-03-15,FGI,equity_sub,17,2213934.81419344,2123153.45964529,90781.35454814,54028.85033406,144810.2048822,0.0
2026-03-16,FGI,equity_sub,17,2229363.49449798,2119497.77586957,109865.7186284,54030.36905254,163896.08768094,0.0069689
2026-03-17,FGI,equity_sub,17,2253905.17487344,2122033.75415018,131871.42072325,54011.31901456,185882.73973781,0.01100838
2026-03-18,FGI,equity_sub,17,2275437.73014768,2122566.02386152,152871.70628614,53965.41740627,206837.12369241,0.00955344
2026-03-19,FGI,equity_sub,17,2187146.26345931,2118545.11443422,68601.14902508,53968.17124649,122569.32027157,-0.03880197
2026-03-20,FGI,equity_sub,17,2170669.71211723,2124011.55401256,46658.15810467,53985.3938067,100643.55191137,-0.00753336
2026-03-21,FGI,equity_sub,17,2170669.71211723,2124011.55401256,46658.15810467,53985.3938067,100643.55191137,0.0
2026-03-22,FGI,equity_sub,17,2170669.71211723,2124011.55401256,46658.15810467,53985.3938067,100643.55191137,0.0
2026-03-23,FGI,equity_sub,17,2102248.76478317,2122384.75206285,-20135.98727968,53985.12285467,33849.13557499,-0.03152066
2026-03-24,FGI,equity_sub,17,2137295.02685876,2125288.86463376,12006.16222499,53977.13228604,65983.29451103,0.01667084
2026-03-25,FGI,equity_sub,17,2149618.37260651,2126330.54482514,23287.82778136,54026.7077535,77314.53553486,0.00576586
2026-03-26,FGI,equity_sub,17,2116485.18114582,2125534.5632514,-9049.38210558,54092.70548521,45043.32337963,-0.01541352
2026-03-27,FGI,equity_sub,17,2104626.12153199,2122142.40676062,-17516.28522865,54039.89724328,36523.61201463,-0.00560319
2026-03-28,FGI,equity_sub,17,2104626.12153199,2122142.40676062,-17516.28522865,54039.89724328,36523.61201463,0.0
2026-03-29,FGI,equity_sub,17,2102674.43011858,2120198.50389239,-17524.07377383,53990.90778835,36466.83401452,-0.00092733
2026-03-30,FGI,equity_sub,17,2092495.3054812,2118631.23052171,-26135.92504047,53995.45764258,27859.53260211,-0.00484104
2026-03-31,FGI,equity_sub,17,2098987.56286516,2116438.64199257,-17451.07912744,53970.92508671,36519.84595927,0.00310264
2026-04-01,FGI,equity_sub,17,2153541.37322131,2121394.94443506,32146.42878625,53952.33507935,86098.7638656,0.02599054
2026-04-02,FGI,equity_sub,17,2130503.27839675,2122570.42212463,7932.85627211,53961.28351648,61894.13978859,-0.01069777
2026-04-03,FGI,equity_sub,17,2128159.88926919,2119869.53648623,8290.35278299,53962.66356605,62253.01634904,-0.00109992
2026-04-04,FGI,equity_sub,17,2128035.17873275,2119696.11266598,8339.06606677,53970.23821253,62309.3042793,-5.86e-05
